momentID,activity,moment,counterparty,price,dateGMT
35841143,Listed,Jonathan Kuminga · GSW · Dunk · 2/3/2022 · Hustle and Show · Series 3 · #6417,,12,2022-05-03T23:56:51.000Z
35858498,Listed,Aleksej Pokusevski · OKC · Assist · 3/20/2022 · Hustle and Show · Series 3 · #2272,,7,2022-05-03T23:57:14.000Z
35858498,Sold,Aleksej Pokusevski · OKC · Assist · 3/20/2022 · Hustle and Show · Series 3 · #2272,0x34ef7838eaa4c860 (Alabamajams),7,2022-05-03T23:58:04.000Z
35841143,Sold,Jonathan Kuminga · GSW · Dunk · 2/3/2022 · Hustle and Show · Series 3 · #6417,0x48f81bc7828f4c22 (ZachZeals15),12,2022-05-04T00:02:54.000Z
20036682,Listed,Giannis Antetokounmpo · MIL · Dunk · 10/27/2021 · Base Set · Series 3 · #16878,,4,2022-05-04T06:48:53.000Z
20036682,Sold,Giannis Antetokounmpo · MIL · Dunk · 10/27/2021 · Base Set · Series 3 · #16878,0xc2359299f1fb7c80 (DribbleDemon23),4,2022-05-04T07:58:42.000Z
36251676,Reward,Jalen Brunson · DAL · Handles · 4/28/2022 · 2022 NBA Playoffs · Series 3 · #1542,,,2022-05-05T20:04:29.000Z
29654421,Pack,Will Barton · DEN · Layup · 11/8/2021 · Base Set · Series 3 · #13238,,,2022-05-05T21:41:15.000Z
36093267,Pack,Cameron Johnson · PHX · Dunk · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #1467,,,2022-05-05T21:41:15.000Z
36048499,Pack,Brook Lopez · MIL · Jump Shot · 4/17/2022 · 2022 NBA Playoffs · Series 3 · #2574,,,2022-05-05T21:41:15.000Z
32420950,Pack,Kyle Lowry · MIA · Assist · 2/10/2022 · Base Set · Series 3 · #5740,,,2022-05-05T21:41:15.000Z
35671228,Pack,Norman Powell · LAC · Layup · 2/10/2022 · Base Set · Series 3 · #20366,,,2022-05-05T21:42:06.000Z
35908148,Pack,Bruce Brown · BKN · Layup · 4/20/2022 · 2022 NBA Playoffs · Series 3 · #848,,,2022-05-05T21:42:06.000Z
35696976,Pack,Thomas Bryant · WAS · Dunk · 2/10/2022 · Base Set · Series 3 · #10989,,,2022-05-05T21:42:06.000Z
35926115,Pack,Kyrie Irving · BKN · Assist · 4/17/2022 · 2022 NBA Playoffs · Series 3 · #5190,,,2022-05-05T21:42:06.000Z
35907820,Pack,De'Andre Hunter · ATL · Dunk · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #7270,,,2022-05-05T22:26:27.000Z
33185109,Pack,Grant Williams · BOS · Block · 2/11/2022 · Base Set · Series 3 · #13527,,,2022-05-05T22:26:27.000Z
36068839,Pack,Anthony Edwards · MIN · Jump Shot · 4/16/2022 · 2022 NBA Playoffs · Series 3 · #2539,,,2022-05-05T22:26:27.000Z
31025963,Pack,Luguentz Dort · OKC · Dunk · 1/24/2022 · Base Set · Series 3 · #43858,,,2022-05-05T22:26:27.000Z
32420950,Listed,Kyle Lowry · MIA · Assist · 2/10/2022 · Base Set · Series 3 · #5740,,3,2022-05-05T22:45:26.000Z
31025963,Traded In,Luguentz Dort · OKC · Dunk · 1/24/2022 · Base Set · Series 3 · #43858,0xfa57101aa0d55954 (TheLockerRoom),,2022-05-05T22:47:13.000Z
29654421,Traded In,Will Barton · DEN · Layup · 11/8/2021 · Base Set · Series 3 · #13238,0xfa57101aa0d55954 (TheLockerRoom),,2022-05-05T22:47:13.000Z
33593288,Traded In,Anthony Edwards · MIN · 3 Pointer · 12/15/2021 · Base Set · Series 3 · #20335,0xfa57101aa0d55954 (TheLockerRoom),,2022-05-05T22:47:13.000Z
33185109,Traded In,Grant Williams · BOS · Block · 2/11/2022 · Base Set · Series 3 · #13527,0xfa57101aa0d55954 (TheLockerRoom),,2022-05-05T22:47:13.000Z
35671228,Traded In,Norman Powell · LAC · Layup · 2/10/2022 · Base Set · Series 3 · #20366,0xfa57101aa0d55954 (TheLockerRoom),,2022-05-05T22:47:13.000Z
35696976,Traded In,Thomas Bryant · WAS · Dunk · 2/10/2022 · Base Set · Series 3 · #10989,0xfa57101aa0d55954 (TheLockerRoom),,2022-05-05T22:47:13.000Z
30958782,Bought,Luguentz Dort · OKC · Dunk · 1/24/2022 · Base Set · Series 3 · #10052,0x779a45812a597227 (Twinsguy1),2,2022-05-05T22:49:07.000Z
30958782,Traded In,Luguentz Dort · OKC · Dunk · 1/24/2022 · Base Set · Series 3 · #10052,0xfa57101aa0d55954 (TheLockerRoom),,2022-05-05T23:01:56.000Z
32420950,Sold,Kyle Lowry · MIA · Assist · 2/10/2022 · Base Set · Series 3 · #5740,0xa1f362c14e13c248 (JCL87),3,2022-05-05T23:24:14.000Z
35719106,Pack,Thomas Bryant · WAS · Dunk · 2/10/2022 · Base Set · Series 3 · #28244,,,2022-05-06T00:17:19.000Z
36119372,Pack,Tyrese Maxey · PHI · Jump Shot · 4/16/2022 · 2022 NBA Playoffs · Series 3 · #4822,,,2022-05-06T00:17:19.000Z
36132694,Pack,Og Anunoby · TOR · Dunk · 4/25/2022 · 2022 NBA Playoffs · Series 3 · #3644,,,2022-05-06T00:17:19.000Z
34097189,Pack,Royce O'Neale · UTA · Steal · 2/11/2022 · Base Set · Series 3 · #4612,,,2022-05-06T00:17:19.000Z
36251676,Listed,Jalen Brunson · DAL · Handles · 4/28/2022 · 2022 NBA Playoffs · Series 3 · #1542,,35,2022-05-06T01:58:42.000Z
36251676,Sold,Jalen Brunson · DAL · Handles · 4/28/2022 · 2022 NBA Playoffs · Series 3 · #1542,0x10f3c821e87a5c20 (gabbogabbogabbo),35,2022-05-06T02:00:18.000Z
35952452,Bought,Maxi Kleber · DAL · 3 Pointer · 4/18/2022 · 2022 NBA Playoffs · Series 3 · #777,0x003beab32051304d (SkylerNickerson),20,2022-05-06T03:25:34.000Z
36132694,Listed,Og Anunoby · TOR · Dunk · 4/25/2022 · 2022 NBA Playoffs · Series 3 · #3644,,9,2022-05-06T03:26:31.000Z
36119372,Listed,Tyrese Maxey · PHI · Jump Shot · 4/16/2022 · 2022 NBA Playoffs · Series 3 · #4822,,10,2022-05-06T03:26:31.000Z
35719106,Traded In,Thomas Bryant · WAS · Dunk · 2/10/2022 · Base Set · Series 3 · #28244,0xfa57101aa0d55954 (TheLockerRoom),,2022-05-06T03:26:57.000Z
35907820,Listed,De'Andre Hunter · ATL · Dunk · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #7270,,9,2022-05-06T03:27:07.000Z
35926115,Listed,Kyrie Irving · BKN · Assist · 4/17/2022 · 2022 NBA Playoffs · Series 3 · #5190,,10,2022-05-06T03:27:32.000Z
34097189,Listed,Royce O'Neale · UTA · Steal · 2/11/2022 · Base Set · Series 3 · #4612,,2,2022-05-06T03:27:34.000Z
35908148,Listed,Bruce Brown · BKN · Layup · 4/20/2022 · 2022 NBA Playoffs · Series 3 · #848,,12,2022-05-06T03:27:47.000Z
36132694,Sold,Og Anunoby · TOR · Dunk · 4/25/2022 · 2022 NBA Playoffs · Series 3 · #3644,0x6eb1a2bad7ade0f7 (jmnes12),9,2022-05-06T03:28:04.000Z
36048499,Listed,Brook Lopez · MIL · Jump Shot · 4/17/2022 · 2022 NBA Playoffs · Series 3 · #2574,,10,2022-05-06T03:28:28.000Z
35926115,Sold,Kyrie Irving · BKN · Assist · 4/17/2022 · 2022 NBA Playoffs · Series 3 · #5190,0xaea307303605cdf1 (EggsBenedict),10,2022-05-06T03:28:50.000Z
36093267,Listed,Cameron Johnson · PHX · Dunk · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #1467,,9,2022-05-06T03:28:53.000Z
36093267,Sold,Cameron Johnson · PHX · Dunk · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #1467,0x46d4273fb4500221 (EightyTwoRicos),9,2022-05-06T03:30:32.000Z
35908148,Sold,Bruce Brown · BKN · Layup · 4/20/2022 · 2022 NBA Playoffs · Series 3 · #848,0xb36ad2f190e8ca9c (BucksinSixsomeday),12,2022-05-06T03:31:21.000Z
7968587,Bought,Derrick Rose · NYK · Layup · 2/13/2021 · Base Set · Series 2 · #21951,0x733c13c996983ba3 (illiniguy17),2,2022-05-06T03:37:24.000Z
34097189,Sold,Royce O'Neale · UTA · Steal · 2/11/2022 · Base Set · Series 3 · #4612,0x8634803b9d7ff47a (reebs76),2,2022-05-06T04:06:19.000Z
36248530,Bought,Jalen Brunson · DAL · Handles · 4/28/2022 · 2022 NBA Playoffs · Series 3 · #350,0xf844a11c41a8ba42 (officialmarvzzz),32,2022-05-06T04:07:22.000Z
35992574,Bought,Spencer Dinwiddie · DAL · Dunk · 4/21/2022 · 2022 NBA Playoffs · Series 3 · #7774,0x8c2d4202351c1019 (Manuelz87),9,2022-05-06T04:12:54.000Z
35959752,Bought,Nikola Jokić · DEN · Assist · 4/24/2022 · 2022 NBA Playoffs · Series 3 · #77,0xd3c40db0b8921844 (grown_caiman1734),28,2022-05-06T19:31:18.000Z
12461161,Bought,Brandon Clarke · MEM · Dunk · 3/10/2021 · Base Set · Series 2 · #36648,0x2fa08f6a56b11042 (dustinlies),4,2022-05-06T19:50:44.000Z
6876737,Bought,Andre Iguodala · MIA · Dunk · 1/20/2021 · Base Set · Series 2 · #19403,0x2fa08f6a56b11042 (dustinlies),4,2022-05-06T19:51:52.000Z
20282453,Bought,Jonas Valančiūnas · NOP · Assist · 10/25/2021 · Base Set · Series 3 · #37774,0x6ec3d0bcf68ffda2 (sahyder1),12,2022-05-06T19:53:09.000Z
27685653,Bought,Desmond Bane · MEM · Dunk · 12/4/2021 · Base Set · Series 3 · #38032,0xd7472ae937173414 (J733),4,2022-05-06T19:53:09.000Z
24497685,Listed,Spencer Dinwiddie · WAS · 3 Pointer · 10/22/2021 · Fresh Threads · Series 3 · #6922,,4,2022-05-06T19:57:05.000Z
36048044,Pack,Brook Lopez · MIL · Jump Shot · 4/17/2022 · 2022 NBA Playoffs · Series 3 · #2494,,,2022-05-06T20:47:49.000Z
33733788,Pack,Naji Marshall · NOP · 3 Pointer · 2/12/2022 · Base Set · Series 3 · #31585,,,2022-05-06T20:47:49.000Z
36117586,Pack,Mikal Bridges · PHX · Block · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #3036,,,2022-05-06T20:47:49.000Z
34100310,Pack,Donovan Mitchell · UTA · Handles · 2/4/2022 · Base Set · Series 3 · #5358,,,2022-05-06T20:47:49.000Z
36117586,Listed,Mikal Bridges · PHX · Block · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #3036,,9,2022-05-06T20:49:06.000Z
36048044,Listed,Brook Lopez · MIL · Jump Shot · 4/17/2022 · 2022 NBA Playoffs · Series 3 · #2494,,8,2022-05-06T20:51:01.000Z
34100310,Listed,Donovan Mitchell · UTA · Handles · 2/4/2022 · Base Set · Series 3 · #5358,,3,2022-05-06T20:52:03.000Z
36048044,Sold,Brook Lopez · MIL · Jump Shot · 4/17/2022 · 2022 NBA Playoffs · Series 3 · #2494,0x79ba9d634414d829 (StraightCashHomie),8,2022-05-06T21:01:49.000Z
33733788,Traded In,Naji Marshall · NOP · 3 Pointer · 2/12/2022 · Base Set · Series 3 · #31585,0xfa57101aa0d55954 (TheLockerRoom),,2022-05-06T21:06:31.000Z
24497685,Sold,Spencer Dinwiddie · WAS · 3 Pointer · 10/22/2021 · Fresh Threads · Series 3 · #6922,0xe90d2d4cfe2ec874 (keidot_0132),4,2022-05-06T22:03:53.000Z
15388662,Sold,P.J. Tucker · MIL · Steal · 6/5/2021 · 2021 NBA Playoffs · Series 2 · #3667,0x0b7a8092ddec656a (Juned_sk),11,2022-05-06T22:21:56.000Z
27685653,Listed,Desmond Bane · MEM · Dunk · 12/4/2021 · Base Set · Series 3 · #38032,,3,2022-05-06T22:49:10.000Z
12461161,Listed,Brandon Clarke · MEM · Dunk · 3/10/2021 · Base Set · Series 2 · #36648,,4,2022-05-06T22:49:21.000Z
6876737,Listed,Andre Iguodala · MIA · Dunk · 1/20/2021 · Base Set · Series 2 · #19403,,3,2022-05-06T22:49:35.000Z
27685653,Delisted,Desmond Bane · MEM · Dunk · 12/4/2021 · Base Set · Series 3 · #38032,,,2022-05-06T22:50:10.000Z
12461161,Delisted,Brandon Clarke · MEM · Dunk · 3/10/2021 · Base Set · Series 2 · #36648,,,2022-05-06T22:50:14.000Z
5826272,Bought,Tyler Herro · MIA · Layup · 2/3/2021 · Base Set · Series 2 · #30909,0x57b9ccfd51c4c50d (Davor_malesic),4,2022-05-07T00:02:36.000Z
2631033,Bought,Devin Booker · PHX · Dunk · 1/9/2021 · Base Set · Series 2 · #14553,0x1ef49abb4c269512 (llammiepoo),5,2022-05-07T00:04:02.000Z
19552599,Bought,Jordan Poole · GSW · Layup · 10/19/2021 · Base Set · Series 3 · #55169,0x80cd18b391bd0c61 (DoubleJJ),4,2022-05-07T00:11:26.000Z
36117586,Delisted,Mikal Bridges · PHX · Block · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #3036,,,2022-05-07T00:15:52.000Z
36119372,Delisted,Tyrese Maxey · PHI · Jump Shot · 4/16/2022 · 2022 NBA Playoffs · Series 3 · #4822,,,2022-05-07T00:15:54.000Z
5137340,Delisted,Joel Embiid · PHI · Jump Shot · 1/20/2021 · Base Set · Series 2 · #28055,,,2022-05-07T00:48:49.000Z
16406429,Delisted,Danny Green · PHI · Steal · 6/2/2021 · 2021 NBA Playoffs · Series 2 · #2393,,,2022-05-07T00:55:41.000Z
16419717,Delisted,Danny Green · PHI · Steal · 6/2/2021 · 2021 NBA Playoffs · Series 2 · #8181,,,2022-05-07T00:55:41.000Z
5828206,Bought,Tyler Herro · MIA · Layup · 2/3/2021 · Base Set · Series 2 · #32843,0xaf1428c42bd906bf (Sheppy),4,2022-05-07T01:31:34.000Z
36138919,Bought,Jose Alvarado · NOP · Steal · 4/24/2022 · 2022 NBA Playoffs · Series 3 · #7744,0x869d8aae5fc1cf4e (echak),9,2022-05-07T19:16:56.000Z
36058114,Bought,Brandon Ingram · NOP · Dunk · 4/24/2022 · 2022 NBA Playoffs · Series 3 · #2064,0xf0ae9af1ecf39ab9 (Wodfir),8,2022-05-07T19:17:03.000Z
36166138,Bought,Cameron Johnson · PHX · Dunk · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #8088,0x071c89152f85d21d (Thecampingbum),7,2022-05-07T19:17:34.000Z
36152130,Bought,Donovan Mitchell · UTA · Dunk · 4/21/2022 · 2022 NBA Playoffs · Series 3 · #4705,0x13ad52eb9f52f9ff (roomofsalo),8,2022-05-07T19:17:52.000Z
36152968,Bought,Donovan Mitchell · UTA · Dunk · 4/21/2022 · 2022 NBA Playoffs · Series 3 · #4793,0x4884764d59126468 (The_one_1970),8,2022-05-07T19:18:06.000Z
22657870,Listed,Donovan Mitchell · UTA · 3 Pointer · 11/2/2021 · Base Set · Series 3 · #35415,,2,2022-05-07T19:24:21.000Z
35934627,Bought,Maxi Kleber · DAL · 3 Pointer · 4/18/2022 · 2022 NBA Playoffs · Series 3 · #77,0x6224854bd9b1852b (omerozbil),30,2022-05-07T20:31:53.000Z
35952452,Listed,Maxi Kleber · DAL · 3 Pointer · 4/18/2022 · 2022 NBA Playoffs · Series 3 · #777,,27,2022-05-07T20:32:31.000Z
28603228,Bought,Derrick White · SAS · Layup · 12/12/2021 · Base Set · Series 3 · #5616,0x7113eb3d9bf2c72f (g0hoos),7,2022-05-07T21:58:38.000Z
8360366,Bought,Andrew Wiggins · GSW · 3 Pointer · 1/8/2021 · Base Set · Series 2 · #9888,0x3662c39c66cb01e0 (lehenth),4,2022-05-08T01:40:09.000Z
12384932,Bought,Devin Booker · PHX · Handles · 4/30/2021 · Base Set · Series 2 · #15984,0xe33450cf111f2518 (Oscar),4,2022-05-08T20:35:07.000Z
11468329,Bought,Dāvis Bertāns · WAS · Dunk · 3/4/2021 · Base Set · Series 2 · #7789,0xd8ffa2e4957295a0 (TodeyMuffin),4,2022-05-08T22:11:21.000Z
4185247,Bought,Victor Oladipo · HOU · Layup · 1/26/2021 · Base Set · Series 2 · #10687,0x8ce0c3d272fbd450 (effinjoseph),6,2022-05-09T02:32:54.000Z
22657870,Sold,Donovan Mitchell · UTA · 3 Pointer · 11/2/2021 · Base Set · Series 3 · #35415,0xa51c84e53a34e403 (jomius),2,2022-05-09T07:40:23.000Z
4185247,Listed,Victor Oladipo · HOU · Layup · 1/26/2021 · Base Set · Series 2 · #10687,,5,2022-05-09T20:29:25.000Z
12384932,Listed,Devin Booker · PHX · Handles · 4/30/2021 · Base Set · Series 2 · #15984,,4,2022-05-09T20:29:38.000Z
28603228,Listed,Derrick White · SAS · Layup · 12/12/2021 · Base Set · Series 3 · #5616,,4,2022-05-09T20:30:05.000Z
5828206,Listed,Tyler Herro · MIA · Layup · 2/3/2021 · Base Set · Series 2 · #32843,,4,2022-05-09T20:30:17.000Z
5828206,Sold,Tyler Herro · MIA · Layup · 2/3/2021 · Base Set · Series 2 · #32843,0x912947a047337f11 (JackDanielss),4,2022-05-09T20:31:11.000Z
4185247,Delisted,Victor Oladipo · HOU · Layup · 1/26/2021 · Base Set · Series 2 · #10687,,,2022-05-09T20:37:56.000Z
4185247,Listed,Victor Oladipo · HOU · Layup · 1/26/2021 · Base Set · Series 2 · #10687,,4,2022-05-09T20:38:51.000Z
4185247,Sold,Victor Oladipo · HOU · Layup · 1/26/2021 · Base Set · Series 2 · #10687,0x912947a047337f11 (JackDanielss),4,2022-05-09T20:39:47.000Z
8360366,Listed,Andrew Wiggins · GSW · 3 Pointer · 1/8/2021 · Base Set · Series 2 · #9888,,5,2022-05-09T20:41:18.000Z
28603228,Delisted,Derrick White · SAS · Layup · 12/12/2021 · Base Set · Series 3 · #5616,,,2022-05-09T20:43:08.000Z
28603228,Listed,Derrick White · SAS · Layup · 12/12/2021 · Base Set · Series 3 · #5616,,3,2022-05-09T20:44:37.000Z
28603228,Sold,Derrick White · SAS · Layup · 12/12/2021 · Base Set · Series 3 · #5616,0x056059f42e5ac8ed (Teknekz),3,2022-05-09T20:45:27.000Z
33451589,Pack,Steven Adams · MEM · Assist · 12/19/2021 · Base Set · Series 3 · #42885,,,2022-05-09T20:59:59.000Z
35977621,Pack,Victor Oladipo · MIA · Layup · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #71,,,2022-05-09T20:59:59.000Z
33778161,Pack,Bismack Biyombo · PHX · Dunk · 1/2/2022 · Base Set · Series 3 · #5208,,,2022-05-09T20:59:59.000Z
36008979,Pack,Draymond Green · GSW · Steal · 4/21/2022 · 2022 NBA Playoffs · Series 3 · #4304,,,2022-05-09T20:59:59.000Z
35977621,Listed,Victor Oladipo · MIA · Layup · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #71,,25,2022-05-09T21:05:30.000Z
33451589,Listed,Steven Adams · MEM · Assist · 12/19/2021 · Base Set · Series 3 · #42885,,2,2022-05-09T21:07:08.000Z
33451589,Sold,Steven Adams · MEM · Assist · 12/19/2021 · Base Set · Series 3 · #42885,0x8302224c6556b9a0 (Tyty04),2,2022-05-10T02:27:52.000Z
8360366,Sold,Andrew Wiggins · GSW · 3 Pointer · 1/8/2021 · Base Set · Series 2 · #9888,0xbe381eebd05c5a68 (nobrainerdeals),5,2022-05-10T04:37:47.000Z
12384932,Sold,Devin Booker · PHX · Handles · 4/30/2021 · Base Set · Series 2 · #15984,0xbcc6099aa7fef43e (Fire_Baller),4,2022-05-10T06:46:39.000Z
36008979,Listed,Draymond Green · GSW · Steal · 4/21/2022 · 2022 NBA Playoffs · Series 3 · #4304,,10,2022-05-10T08:19:53.000Z
33778161,Listed,Bismack Biyombo · PHX · Dunk · 1/2/2022 · Base Set · Series 3 · #5208,,5,2022-05-10T08:20:40.000Z
19552599,Listed,Jordan Poole · GSW · Layup · 10/19/2021 · Base Set · Series 3 · #55169,,6,2022-05-11T21:39:08.000Z
14071949,Listed,Jaren Jackson Jr. · MEM · Dunk · 4/21/2021 · Base Set · Series 2 · #25505,,5,2022-05-11T21:39:39.000Z
1801128,Listed,Nikola Jokić · DEN · Dunk · 12/25/2020 · Base Set · Series 2 · #10820,,8,2022-05-11T23:04:01.000Z
35977621,Delisted,Victor Oladipo · MIA · Layup · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #71,,,2022-05-12T00:06:32.000Z
35907820,Delisted,De'Andre Hunter · ATL · Dunk · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #7270,,,2022-05-12T00:07:34.000Z
35977621,Listed,Victor Oladipo · MIA · Layup · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #71,,22,2022-05-12T00:08:00.000Z
35907820,Listed,De'Andre Hunter · ATL · Dunk · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #7270,,7,2022-05-12T00:08:44.000Z
1801128,Delisted,Nikola Jokić · DEN · Dunk · 12/25/2020 · Base Set · Series 2 · #10820,,,2022-05-12T03:08:59.000Z
1801128,Listed,Nikola Jokić · DEN · Dunk · 12/25/2020 · Base Set · Series 2 · #10820,,7,2022-05-12T03:10:38.000Z
1801128,Delisted,Nikola Jokić · DEN · Dunk · 12/25/2020 · Base Set · Series 2 · #10820,,,2022-05-12T16:50:53.000Z
1801128,Listed,Nikola Jokić · DEN · Dunk · 12/25/2020 · Base Set · Series 2 · #10820,,5,2022-05-12T16:52:25.000Z
1801128,Sold,Nikola Jokić · DEN · Dunk · 12/25/2020 · Base Set · Series 2 · #10820,0x3367d23ce28f9499 (brief_sand_lizard4067),5,2022-05-12T19:16:30.000Z
12461161,Listed,Brandon Clarke · MEM · Dunk · 3/10/2021 · Base Set · Series 2 · #36648,,4,2022-05-12T19:52:36.000Z
27685653,Listed,Desmond Bane · MEM · Dunk · 12/4/2021 · Base Set · Series 3 · #38032,,3,2022-05-12T19:52:37.000Z
35907820,Sold,De'Andre Hunter · ATL · Dunk · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #7270,0x0ba4c47eff038b5f (jpak8071),7,2022-05-13T01:42:52.000Z
35977621,Sold,Victor Oladipo · MIA · Layup · 4/26/2022 · 2022 NBA Playoffs · Series 3 · #71,0x422ea2b922a8ec87 (don_juan_pablo_cristal),22,2022-05-13T03:12:52.000Z
36008979,Sold,Draymond Green · GSW · Steal · 4/21/2022 · 2022 NBA Playoffs · Series 3 · #4304,0x71f70d3202a62630 (vincelin),10,2022-05-13T04:50:56.000Z
36119372,Listed,Tyrese Maxey · PHI · Jump Shot · 4/16/2022 · 2022 NBA Playoffs · Series 3 · #4822,,7,2022-05-13T07:14:21.000Z
16419717,Listed,Danny Green · PHI · Steal · 6/2/2021 · 2021 NBA Playoffs · Series 2 · #8181,,5,2022-05-13T07:14:52.000Z
16406429,Listed,Danny Green · PHI · Steal · 6/2/2021 · 2021 NBA Playoffs · Series 2 · #2393,,6,2022-05-13T07:15:15.000Z
36119372,Sold,Tyrese Maxey · PHI · Jump Shot · 4/16/2022 · 2022 NBA Playoffs · Series 3 · #4822,0x5d93250e13a079cb (StevieDice14),7,2022-05-13T07:16:40.000Z
5915338,Listed,Matisse Thybulle · PHI · Steal · 1/25/2021 · Base Set · Series 2 · #29975,,3,2022-05-13T16:02:07.000Z
36152968,Listed,Donovan Mitchell · UTA · Dunk · 4/21/2022 · 2022 NBA Playoffs · Series 3 · #4793,,8,2022-05-13T16:34:52.000Z
36136333,Bought,Rudy Gobert · UTA · Dunk · 4/23/2022 · 2022 NBA Playoffs · Series 3 · #1408,0x4539c10e68d63801 (Dg130),9,2022-05-13T16:35:26.000Z
36152968,Sold,Donovan Mitchell · UTA · Dunk · 4/21/2022 · 2022 NBA Playoffs · Series 3 · #4793,0x8f96123fef925d2f (stunning_kiran),8,2022-05-13T16:43:02.000Z
14071949,Delisted,Jaren Jackson Jr. · MEM · Dunk · 4/21/2021 · Base Set · Series 2 · #25505,,,2022-05-14T06:19:34.000Z
12461161,Delisted,Brandon Clarke · MEM · Dunk · 3/10/2021 · Base Set · Series 2 · #36648,,,2022-05-14T08:23:42.000Z
14071949,Listed,Jaren Jackson Jr. · MEM · Dunk · 4/21/2021 · Base Set · Series 2 · #25505,,3,2022-05-14T08:23:43.000Z
12461161,Listed,Brandon Clarke · MEM · Dunk · 3/10/2021 · Base Set · Series 2 · #36648,,3,2022-05-14T08:24:40.000Z
36048499,Delisted,Brook Lopez · MIL · Jump Shot · 4/17/2022 · 2022 NBA Playoffs · Series 3 · #2574,,,2022-05-15T21:26:45.000Z
36048499,Listed,Brook Lopez · MIL · Jump Shot · 4/17/2022 · 2022 NBA Playoffs · Series 3 · #2574,,8,2022-05-15T21:28:46.000Z
36048499,Sold,Brook Lopez · MIL · Jump Shot · 4/17/2022 · 2022 NBA Playoffs · Series 3 · #2574,0xc2a33deaf9a7086f (Peja_Stojakovic),8,2022-05-15T21:33:54.000Z
2840232,Listed,James Harden · BKN · Layup · 1/16/2021 · Base Set · Series 2 · #16065,,3,2022-05-15T21:51:26.000Z
12755923,Listed,Tobias Harris · PHI · Jump Shot · 1/27/2021 · Base Set · Series 2 · #36410,,3,2022-05-15T21:51:58.000Z
12364113,Bought,Chris Paul · PHX · Assist · 3/21/2021 · Base Set · Series 2 · #30165,0xfad357ac14fd5fac (Arking),2,2022-05-15T21:53:08.000Z
13943566,Bought,Anthony Davis · LAL · Dunk · 5/9/2021 · Base Set · Series 2 · #17122,0xb67ad7f820d46beb (juanistrubad),2,2022-05-15T21:53:44.000Z
12364113,Listed,Chris Paul · PHX · Assist · 3/21/2021 · Base Set · Series 2 · #30165,,3,2022-05-15T21:55:55.000Z
36068839,Listed,Anthony Edwards · MIN · Jump Shot · 4/16/2022 · 2022 NBA Playoffs · Series 3 · #2539,,17,2022-05-16T04:54:08.000Z
36068839,Delisted,Anthony Edwards · MIN · Jump Shot · 4/16/2022 · 2022 NBA Playoffs · Series 3 · #2539,,,2022-05-16T04:55:58.000Z
36068839,Listed,Anthony Edwards · MIN · Jump Shot · 4/16/2022 · 2022 NBA Playoffs · Series 3 · #2539,,16,2022-05-16T04:57:36.000Z
36068839,Sold,Anthony Edwards · MIN · Jump Shot · 4/16/2022 · 2022 NBA Playoffs · Series 3 · #2539,0xedf626abcc92a1e0 (dlinquent),16,2022-05-16T04:58:35.000Z
36246762,Bought,Jordan Poole · GSW · Layup · 4/21/2022 · 2022 NBA Playoffs · Series 3 · #2777,0x9f42be7160ba4f4b (Flagrant_foul903),61,2022-05-16T19:31:54.000Z
16526998,Bought,Deandre Ayton · PHX · Layup · 7/8/2021 · 2021 NBA Playoffs · Series 2 · #571,0xc8607fd4764d37db (idiotshawn),42,2022-05-16T19:34:13.000Z
16463877,Bought,Jrue Holiday · MIL · Layup · 7/3/2021 · 2021 NBA Playoffs · Series 2 · #215,0x46ac460ed912b5c4 (CHEDS),40,2022-05-16T19:36:23.000Z
30748262,Bought,Klay Thompson · GSW · Assist · 1/25/2022 · Base Set · Series 3 · #6156,0xea761c659dca39dd (Nc2rnL),4,2022-05-16T19:40:51.000Z
16406429,Delisted,Danny Green · PHI · Steal · 6/2/2021 · 2021 NBA Playoffs · Series 2 · #2393,,,2022-05-17T19:57:04.000Z
16406429,Listed,Danny Green · PHI · Steal · 6/2/2021 · 2021 NBA Playoffs · Series 2 · #2393,,4,2022-05-17T19:58:13.000Z
10391940,Bought,Michael Carter-Williams · ORL · Dunk · 3/30/2021 · Base Set · Series 2 · #34040,0xf3d098387485373b (Dmaverickfan_12345),2,2022-05-18T00:49:54.000Z
11297973,Bought,Chuma Okeke · ORL · Dunk · 4/26/2021 · Base Set · Series 2 · #2433,0x8d3939db7665b8f2 (malan70),3,2022-05-18T00:54:31.000Z
10391940,Listed,Michael Carter-Williams · ORL · Dunk · 3/30/2021 · Base Set · Series 2 · #34040,,2,2022-05-18T21:11:51.000Z
